LOWER	_	_
REPL	!	_
REPL	"	_
REPL	,	_
REPL	-	_
REPL	.	_
REPL	:	_
REPL	;	_
REPL	?	_
REPL	‘	_
REPL	’	_
NORM	´	'
NORM	`	ʼ
NORM	'	ʼ
NORM	‘	'
NORM	‘	ʼ
NORM	’	'
NORM	’	ʼ
NORM	“	"
NORM	”	"
NORM	«	"
NORM	»	"
NORM	‐	-
NORM	‟	"
NORM	ʼ	'
NORM	á	a
NORM	é	e
NORM	í	i
NORM	ó	o
NORM	ú	u
NORM	ü	u
NORM	ç	c
ALLOW	a	_
ALLOW	b	_
ALLOW	c	_
ALLOW	d	_
ALLOW	e	_
ALLOW	f	_
ALLOW	g	_
ALLOW	h	_
ALLOW	i	_
ALLOW	j	_
ALLOW	k	_
ALLOW	l	_
ALLOW	m	_
ALLOW	n	_
ALLOW	ñ	_
ALLOW	o	_
ALLOW	p	_
ALLOW	q	_
ALLOW	r	_
ALLOW	s	_
ALLOW	t	_
ALLOW	u	_
ALLOW	v	_
ALLOW	w	_
ALLOW	x	_
ALLOW	y	_
ALLOW	z	_
ALLOW	_	_
